id,image,text,source_name
167,images/000167.png,减数分裂Ⅱ中期,减数分裂Ⅱ中期.PNG
185,images/000185.png,聚氯乙烯可制成电线外面的绝缘层,聚氯乙烯可制成电线外面的绝缘层.PNG
213,images/000213.png,骡,骡.PNG
140,images/000140.png,胡克绘制的木栓细胞图,胡克绘制的木栓细胞图.PNG
330,images/000330.png,我国古代烧制的精美瓷器,我国古代烧制的精美瓷器.PNG
272,images/000272.png,人胚胎发育早期,人胚胎发育早期.PNG
40,images/000040.png,槽码牵引小车运动,槽码牵引小车运动.png
261,images/000261.png,枪乌贼,枪乌贼.PNG
381,images/000381.png,荧光树,荧光树.PNG
281,images/000281.png,沙漏,沙漏.PNG
30,images/000030.png,爆炸,爆炸.PNG
94,images/000094.png,发酵生产葡萄酒的车间,发酵生产葡萄酒的车间.PNG
139,images/000139.png,侯德榜雕像,侯德榜雕像.PNG
406,images/000406.png,正常白细胞（,正常白细胞（.PNG
171,images/000171.png,酵母菌剪接体冷冻电镜三维结构示意图,酵母菌剪接体冷冻电镜三维结构示意图.png
224,images/000224.png,猕猴,猕猴.PNG
44,images/000044.png,超导陶瓷可应用于磁悬浮技术,超导陶瓷可应用于磁悬浮技术.PNG
1,images/000001.png,香蕉球”示意图,“香蕉球”示意图.PNG
26,images/000026.png,氨与氯化氢反应,氨与氯化氢反应.PNG
32,images/000032.png,比萨斜塔,比萨斜塔.PNG
197,images/000197.png,类风湿关节炎患者（示手部关节，左：正常，右：畸形）,类风湿关节炎患者（示手部关节，左：正常，右：畸形）.PNG
280,images/000280.png,色球蓝细菌,色球蓝细菌.PNG
134,images/000134.png,褐花杓兰,褐花杓兰.PNG
115,images/000115.png,古细菌化石,古细菌化石.PNG
239,images/000239.png,年轮,年轮.PNG
87,images/000087.png,动物脂肪细胞中储存的脂肪,动物脂肪细胞中储存的脂肪.PNG
111,images/000111.png,高压输电线,高压输电线.PNG
221,images/000221.png,煤炭燃烧造成环境污染,煤炭燃烧造成环境污染.PNG
99,images/000099.png,法拉第用过的线圈 (2),法拉第用过的线圈 (2).PNG
359,images/000359.png,心脏除颤器,心脏除颤器.PNG
342,images/000342.png,细胞核结构模式图,细胞核结构模式图.PNG
181,images/000181.png,静电现象,静电现象.PNG
380,images/000380.png,印刷电路板,印刷电路板.PNG
328,images/000328.png,维萨里解剖工作图,维萨里解剖工作图.PNG
76,images/000076.png,电解精炼铜车间,电解精炼铜车间.PNG
266,images/000266.png,燃料的燃烧,燃料的燃烧.PNG
229,images/000229.png,某海岛上残翅和无翅的昆虫,某海岛上残翅和无翅的昆虫.PNG
394,images/000394.png,原始社会人,原始社会人.PNG
332,images/000332.png,我国科学家屠呦呦因青蒿素的研究获得2015年诺贝尔生理学或医学奖,我国科学家屠呦呦因青蒿素的研究获得2015年诺贝尔生理学或医学奖.PNG
259,images/000259.png,汽车用铅酸蓄电池,汽车用铅酸蓄电池.PNG
246,images/000246.png,浓硫酸与铜反应,浓硫酸与铜反应.png
395,images/000395.png,原子钟,原子钟.PNG
323,images/000323.png,铁强化酱油,铁强化酱油.PNG
49,images/000049.png,充电宝给手机充电,充电宝给手机充电.PNG
80,images/000080.png,电子层模型示意图,电子层模型示意图.PNG
315,images/000315.png,缩手反射示意图,缩手反射示意图.PNG
169,images/000169.png,将铝片放入NaOH溶液中,将铝片放入NaOH溶液中.PNG
289,images/000289.png,施一公,施一公.PNG
148,images/000148.png,环境保护工程师正在进行环境监测,环境保护工程师正在进行环境监测.PNG
77,images/000077.png,电热水壶,电热水壶.PNG
231,images/000231.png,木星,木星.PNG
254,images/000254.png,曝气沉砂池,曝气沉砂池.PNG
66,images/000066.png,弹簧拉力示意图,弹簧拉力示意图.png
248,images/000248.png,配制一定物质的量浓度的NaCl溶液过程示意图,配制一定物质的量浓度的NaCl溶液过程示意图.png
377,images/000377.png,乙烯与高锰酸钾反应,乙烯与高锰酸钾反应.png
291,images/000291.png,石油加工及产品用途示意图 - 副本,石油加工及产品用途示意图 - 副本.PNG
3,images/000003.png,Ag2S,Ag2S.PNG
370,images/000370.png,一种叶绿素分子,一种叶绿素分子.PNG
391,images/000391.png,有氧呼吸过程示意图,有氧呼吸过程示意图.PNG
368,images/000368.png,阳光穿过三棱镜,阳光穿过三棱镜.PNG
91,images/000091.png,二氧化硫的漂白作用,二氧化硫的漂白作用.png
31,images/000031.png,北京自然博物馆的恐龙模型,北京自然博物馆的恐龙模型.PNG
35,images/000035.png,标枪,标枪.PNG
285,images/000285.png,狮,狮.PNG
27,images/000027.png,白色菊花,白色菊花.PNG
122,images/000122.png,硅晶片是生产芯片的基础材料,硅晶片是生产芯片的基础材料.PNG
344,images/000344.png,细胞培养,细胞培养.PNG
63,images/000063.png,丹霞地貌的岩层因含Fe2O3而呈红色,丹霞地貌的岩层因含Fe2O3而呈红色.PNG
337,images/000337.png,武当山金殿,武当山金殿.PNG
356,images/000356.png,小球做平抛运动的频闪照片,小球做平抛运动的频闪照片.png
65,images/000065.png,弹簧和手受力示意图,弹簧和手受力示意图.png
297,images/000297.png,食蚁兽,食蚁兽.PNG
275,images/000275.png,人体内的免疫器官示意图,人体内的免疫器官示意图.PNG
103,images/000103.png,飞机919,飞机919.PNG
8,images/000008.png,DNA雕塑,DNA雕塑.PNG
194,images/000194.png,库仑（Charles-Augustin Coulomb，1736—1806）,库仑（Charles-Augustin Coulomb，1736—1806）.png
296,images/000296.png,食物的腐败,食物的腐败.PNG
166,images/000166.png,减数分裂Ⅱ末期,减数分裂Ⅱ末期.PNG
88,images/000088.png,端粒的显微照片（图中染色体为红色，黄色荧光显示染色体两端的端粒）,端粒的显微照片（图中染色体为红色，黄色荧光显示染色体两端的端粒）.PNG
413,images/000413.png,自行车传动装置,自行车传动装置.PNG
204,images/000204.png,镰状红细胞,镰状红细胞.PNG
233,images/000233.png,钠与水反应,钠与水反应.PNG
302,images/000302.png,首钢炼铁高炉,首钢炼铁高炉.PNG
157,images/000157.png,钾离子通道模式图,钾离子通道模式图.PNG
182,images/000182.png,巨石阵,巨石阵.PNG
67,images/000067.png,弹簧形变实验装置,弹簧形变实验装置.png
42,images/000042.png,测试工程师在工作,测试工程师在工作.PNG
329,images/000329.png,魏尔肖在讲演,魏尔肖在讲演.PNG
242,images/000242.png,牛顿（Isaac Newton，1643—1727）,牛顿（Isaac Newton，1643—1727）.png
104,images/000104.png,肥胖症,肥胖症.PNG
142,images/000142.png,虎,虎.PNG
33,images/000033.png,避雷针,避雷针.PNG
414,images/000414.png,自行车过弯,自行车过弯.PNG
357,images/000357.png,斜面上物体受力示意图,斜面上物体受力示意图.png
366,images/000366.png,演示电磁波发射与接收的装置,演示电磁波发射与接收的装置.PNG
305,images/000305.png,甩手轨迹图,甩手轨迹图.PNG
376,images/000376.png,乙烯的分子结构模型,乙烯的分子结构模型.PNG
7,images/000007.png,DNA 指纹检测,DNA 指纹检测.PNG
236,images/000236.png,南仁东,南仁东.PNG
189,images/000189.png,抗虫棉,抗虫棉.PNG
294,images/000294.png,实验室中制取氯气的装置示意图,实验室中制取氯气的装置示意图.png
97,images/000097.png,法拉第（Michael Faraday，179—1867）,法拉第（Michael Faraday，179—1867）.png
131,images/000131.png,航天员在天宫一号目标飞行器上展示水球的实验,航天员在天宫一号目标飞行器上展示水球的实验.PNG
174,images/000174.png,金属的焰色试验,金属的焰色试验.png
260,images/000260.png,汽车在沙滩冲刺,汽车在沙滩冲刺.PNG
144,images/000144.png,滑雪者沿斜面下滑,滑雪者沿斜面下滑.PNG
47,images/000047.png,成熟的植物细胞模式图,成熟的植物细胞模式图.PNG
124,images/000124.png,硅原子,硅原子.PNG
399,images/000399.png,在水中形成的磷脂双分子层模式图,在水中形成的磷脂双分子层模式图.PNG
404,images/000404.png,赵忠贤,赵忠贤.PNG
125,images/000125.png,果蝇DNA的电镜照片,果蝇DNA的电镜照片.PNG
155,images/000155.png,加热NaHCO3或Na2CO3,加热NaHCO3或Na2CO3.png
312,images/000312.png,水母,水母.PNG
307,images/000307.png,水分子之间靠氢键结合示意图,水分子之间靠氢键结合示意图.PNG
12,images/000012.png,Fe(OH)3,Fe(OH)3.PNG
222,images/000222.png,门捷列夫,门捷列夫.PNG
22,images/000022.png,癌细胞的扫描电镜照片,癌细胞的扫描电镜照片.PNG
379,images/000379.png,以DNA为模板转录RNA的示意图,以DNA为模板转录RNA的示意图.PNG
348,images/000348.png,现代社会人,现代社会人.PNG
367,images/000367.png,羊水检查示意图,羊水检查示意图.PNG
4,images/000004.png,AgCl,AgCl.PNG
172,images/000172.png,节日烟花,节日烟花.PNG
178,images/000178.png,经组织培养得到的微型观赏株,经组织培养得到的微型观赏株.PNG
152,images/000152.png,火箭发射,火箭发射.PNG
389,images/000389.png,游标卡尺,游标卡尺.PNG
355,images/000355.png,硝酸与铜反应,硝酸与铜反应.png
162,images/000162.png,减数分裂Ⅰ末期,减数分裂Ⅰ末期.PNG
352,images/000352.png,向KI溶液中加入溴水,向KI溶液中加入溴水.PNG
358,images/000358.png,泄洪,泄洪.PNG
25,images/000025.png,氨氧化法制硝酸使用的网状铂-钯-铑合金催化剂,氨氧化法制硝酸使用的网状铂-钯-铑合金催化剂.PNG
95,images/000095.png,发芽的大麦,发芽的大麦.PNG
403,images/000403.png,长满地衣的树干上的桦尺蛾,长满地衣的树干上的桦尺蛾.PNG
5,images/000005.png,AgI,AgI.PNG
78,images/000078.png,电热水器,电热水器.PNG
225,images/000225.png,模拟电场线,模拟电场线.PNG
253,images/000253.png,瀑布,瀑布.PNG
151,images/000151.png,火车在轨道上,火车在轨道上.PNG
372,images/000372.png,乙醇的催化氧化,乙醇的催化氧化.PNG
187,images/000187.png,聚乙烯制成的食品包装袋,聚乙烯制成的食品包装袋.PNG
219,images/000219.png,玫瑰,玫瑰.PNG
17,images/000017.png,KBr溶液 + 氯水,KBr溶液 + 氯水.PNG
53,images/000053.png,储氢合金,储氢合金.PNG
237,images/000237.png,霓虹灯都市,霓虹灯都市.PNG
106,images/000106.png,伽利略在做铜球沿斜面运动的实验（油画）,伽利略在做铜球沿斜面运动的实验（油画）.PNG
284,images/000284.png,神经元结构示意图,神经元结构示意图.PNG
92,images/000092.png,二氧化硫溶于水,二氧化硫溶于水.PNG
43,images/000043.png,颤蓝细菌,颤蓝细菌.PNG
232,images/000232.png,钠保存在石蜡油或煤油中,钠保存在石蜡油或煤油中.PNG
290,images/000290.png,石油化工原料,石油化工原料.PNG
19,images/000019.png,Mg(OH)2,Mg(OH)2.PNG
10,images/000010.png,Fe(OH)2,Fe(OH)2.PNG
56,images/000056.png,大肠杆菌扫描电镜照片（放大 10 000 倍）,大肠杆菌扫描电镜照片（放大 10 000 倍）.PNG
145,images/000145.png,化工工程师通过观察仪表参数监控化工生产过程,化工工程师通过观察仪表参数监控化工生产过程.PNG
282,images/000282.png,舍勒,舍勒.PNG
304,images/000304.png,数字式多用电表,数字式多用电表.PNG
203,images/000203.png,痢疾内变形虫吞噬人体细胞,痢疾内变形虫吞噬人体细胞.PNG
2,images/000002.png,《物种起源》,《物种起源》.PNG
313,images/000313.png,水桶所受拉力示意图,水桶所受拉力示意图.png
223,images/000223.png,门捷列夫编制的第一张元素周期表（手稿）,门捷列夫编制的第一张元素周期表（手稿）.PNG
118,images/000118.png,观察微小形变示意图,观察微小形变示意图.png
16,images/000016.png,H2在Cl2中燃烧,H2在Cl2中燃烧.png
72,images/000072.png,地球和人造卫星受力示意图,地球和人造卫星受力示意图.png
199,images/000199.png,离子交换膜电解槽,离子交换膜电解槽.PNG
268,images/000268.png,染色体、蛋白质和DNA示意图,染色体、蛋白质和DNA示意图.PNG
351,images/000351.png,向FeCl3溶液中滴入KSCN溶液,向FeCl3溶液中滴入KSCN溶液.PNG
58,images/000058.png,大脑图像,大脑图像.PNG
277,images/000277.png,溶洞形成,溶洞形成.PNG
18,images/000018.png,KI溶液 + 氯水,KI溶液 + 氯水.PNG
212,images/000212.png,芦花鸡,芦花鸡.PNG
320,images/000320.png,天然气灶,天然气灶.PNG
416,images/000416.png,足球比赛,足球比赛.PNG
36,images/000036.png,表皮细胞,表皮细胞.PNG
61,images/000061.png,大熊猫吃冷箭竹,大熊猫吃冷箭竹.PNG
158,images/000158.png,钾在空气中燃烧,钾在空气中燃烧.PNG
230,images/000230.png,某种兰花和专门给它传粉的蛾,某种兰花和专门给它传粉的蛾.PNG
325,images/000325.png,投篮,投篮.PNG
15,images/000015.png,Fe3+被还原,Fe3+被还原.PNG
